runId,time,S,E,I1,I2,G1,G2,R,modelMode,interventionStartTime,enableOnlineIntervention,enableOfflineIntervention,kOffline,kOnline,pRewire,initialOnlineSeeds,initialOfflineSeeds,seedId
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,0.0,1000,0,0,0,0,0,0,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,1.0,935,45,10,10,0,0,0,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,2.0,932,35,21,10,0,0,2,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,3.0,911,29,40,16,0,0,4,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,4.0,874,50,52,19,0,0,5,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,5.0,860,36,72,26,0,0,6,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,6.0,822,48,90,33,0,0,7,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,7.0,787,57,110,39,0,0,7,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,8.0,745,63,135,48,0,0,9,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,9.0,706,61,168,56,0,0,9,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,10.0,654,79,197,61,0,0,9,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,11.0,608,82,230,71,0,0,9,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,12.0,551,88,271,79,0,0,11,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,13.0,494,95,312,88,0,0,11,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,14.0,429,101,357,103,0,0,10,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,15.0,368,105,397,119,0,0,11,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,16.0,316,99,441,130,0,0,14,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,17.0,269,81,484,148,0,0,18,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,18.0,226,79,517,155,0,0,23,0,30.0,false,false,4,6,0.1,10,10,2
M0_T30_onfalse_offfalse_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781284848794,19.0,195,59,557,171,0,0,18,0,30.0,false,false,4,6,0.1,10,10,2
